Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Opossum gene name	Opossum gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSSHAG00000009838	ENSSHAG00000009838.1	ENSSHAT00000011541	ENSSHAT00000011541.1	PRODH2	ENSMODG00000014046		GL849758.1	596529	600271
ENSSHAG00000009839	ENSSHAG00000009839.1	ENSSHAT00000011542	ENSSHAT00000011542.1	ARHGAP6	ENSMODG00000017371	ARHGAP6	GL849812.1	596662	708096
ENSSHAG00000009840	ENSSHAG00000009840.1	ENSSHAT00000011543	ENSSHAT00000011543.1		ENSMODG00000017269		GL834658.1	596665	600198
ENSSHAG00000009841	ENSSHAG00000009841.1	ENSSHAT00000011544	ENSSHAT00000011544.1	SLU7	ENSMODG00000007968		GL834610.1	596799	611988
ENSSHAG00000009842	ENSSHAG00000009842.1	ENSSHAT00000011545	ENSSHAT00000011545.1			PGGT1B	GL841189.1	596827	657291
ENSSHAG00000009843	ENSSHAG00000009843.1	ENSSHAT00000011546	ENSSHAT00000011546.1				GL841433.1	597155	598042
ENSSHAG00000009844	ENSSHAG00000009844.1	ENSSHAT00000011547	ENSSHAT00000011547.1	PDE7B	ENSMODG00000017463	PDE7B	GL856953.1	597295	654275
ENSSHAG00000009845	ENSSHAG00000009845.1	ENSSHAT00000011548	ENSSHAT00000011548.1	CSE1L	ENSMODG00000016269	CSE1L	GL834670.1	597626	623227
ENSSHAG00000009845	ENSSHAG00000009845.1	ENSSHAT00000011549	ENSSHAT00000011549.1	CSE1L	ENSMODG00000016269	CSE1L	GL834670.1	597626	623227
ENSSHAG00000009846	ENSSHAG00000009846.1	ENSSHAT00000011550	ENSSHAT00000011550.1		ENSMODG00000028962	UBE2QL1	GL841205.1	597977	648824
ENSSHAG00000009846	ENSSHAG00000009846.1	ENSSHAT00000011551	ENSSHAT00000011551.1		ENSMODG00000028962	UBE2QL1	GL841205.1	597977	648824
ENSSHAG00000009847	ENSSHAG00000009847.1	ENSSHAT00000011552	ENSSHAT00000011552.1				GL834798.1	597989	602928
ENSSHAG00000009848	ENSSHAG00000009848.1	ENSSHAT00000011553	ENSSHAT00000011553.1		ENSMODG00000002938		GL841515.1	598381	644039
ENSSHAG00000009849	ENSSHAG00000009849.1	ENSSHAT00000011554	ENSSHAT00000011554.1	CYB561	ENSMODG00000010087	CYB561	GL856832.1	598408	625265
ENSSHAG00000009850	ENSSHAG00000009850.1	ENSSHAT00000011555	ENSSHAT00000011555.1	LRRK1	ENSMODG00000012068	LRRK1	GL834481.1	598742	744702
ENSSHAG00000009851	ENSSHAG00000009851.1	ENSSHAT00000011556	ENSSHAT00000011556.1	SMCO1	ENSMODG00000046643	SMCO1	GL849587.1	598769	613169
ENSSHAG00000009852	ENSSHAG00000009852.1	ENSSHAT00000011557	ENSSHAT00000011557.1	RDH8	ENSMODG00000005019	RDH8	GL841404.1	598796	605630
ENSSHAG00000009853	ENSSHAG00000009853.1	ENSSHAT00000011558	ENSSHAT00000011558.1	SNRNP25	ENSMODG00000016609		GL841551.1	599044	599439
ENSSHAG00000009854	ENSSHAG00000009854.1	ENSSHAT00000011559	ENSSHAT00000011559.1				GL856809.1	599083	600024
ENSSHAG00000009855	ENSSHAG00000009855.1	ENSSHAT00000011560	ENSSHAT00000011560.1	CSRNP3	ENSMODG00000006452	CSRNP3	GL849631.1	599165	747420
ENSSHAG00000009856	ENSSHAG00000009856.1	ENSSHAT00000011561	ENSSHAT00000011561.1	NSMCE1	ENSMODG00000015463	NSMCE1	GL841557.1	599167	659554
ENSSHAG00000009857	ENSSHAG00000009857.1	ENSSHAT00000011562	ENSSHAT00000011562.1	DPH1	ENSMODG00000010575	DPH1	GL857007.1	599240	606545
ENSSHAG00000009858	ENSSHAG00000009858.1	ENSSHAT00000011563	ENSSHAT00000011563.1		ENSMODG00000048616		GL849746.1	599360	614145
ENSSHAG00000009858	ENSSHAG00000009858.1	ENSSHAT00000011564	ENSSHAT00000011564.1		ENSMODG00000048616		GL849746.1	599360	614145
ENSSHAG00000009859	ENSSHAG00000009859.1	ENSSHAT00000011565	ENSSHAT00000011565.1	CNDP1	ENSMODG00000012366	CNDP1	GL841336.1	600167	667756
ENSSHAG00000009860	ENSSHAG00000009860.1	ENSSHAT00000011566	ENSSHAT00000011566.1	RPRM	ENSMODG00000044197	RPRM	GL849623.1	600381	600710
ENSSHAG00000009861	ENSSHAG00000009861.1	ENSSHAT00000011567	ENSSHAT00000011567.1		ENSMODG00000003608		GL856740.1	600507	662770
ENSSHAG00000009862	ENSSHAG00000009862.1	ENSSHAT00000011568	ENSSHAT00000011568.1				GL864866.1	600512	654921
ENSSHAG00000009863	ENSSHAG00000009863.1	ENSSHAT00000011569	ENSSHAT00000011569.1		ENSMODG00000042491	CHORDC1	GL849683.1	600645	613663
ENSSHAG00000009863	ENSSHAG00000009863.1	ENSSHAT00000011569	ENSSHAT00000011569.1		ENSMODG00000037519	CHORDC1	GL849683.1	600645	613663
ENSSHAG00000009864	ENSSHAG00000009864.1	ENSSHAT00000011570	ENSSHAT00000011570.1	CDIPT	ENSMODG00000015751	CDIPT	GL841556.1	600826	602049
ENSSHAG00000009865	ENSSHAG00000009865.1	ENSSHAT00000011571	ENSSHAT00000011571.1	TCTE3	ENSMODG00000040827	TCTE3	GL856972.1	600949	635338
ENSSHAG00000009866	ENSSHAG00000009866.1	ENSSHAT00000011572	ENSSHAT00000011572.1		ENSMODG00000049062		GL861730.1	600967	670566
ENSSHAG00000009866	ENSSHAG00000009866.1	ENSSHAT00000011573	ENSSHAT00000011573.1		ENSMODG00000049062		GL861730.1	600967	670566
ENSSHAG00000009867	ENSSHAG00000009867.1	ENSSHAT00000011574	ENSSHAT00000011574.1		ENSMODG00000000439		GL864823.1	601027	704465
ENSSHAG00000009867	ENSSHAG00000009867.1	ENSSHAT00000011575	ENSSHAT00000011575.1		ENSMODG00000000439		GL864823.1	601027	704465
ENSSHAG00000009868	ENSSHAG00000009868.1	ENSSHAT00000011576	ENSSHAT00000011576.1		ENSMODG00000006634		GL857002.1	601098	646558
ENSSHAG00000009869	ENSSHAG00000009869.1	ENSSHAT00000011577	ENSSHAT00000011577.1	PXDC1	ENSMODG00000008942	PXDC1	GL841357.1	601179	654476
ENSSHAG00000009870	ENSSHAG00000009870.1	ENSSHAT00000011578	ENSSHAT00000011578.1	VIPR1	ENSMODG00000013563	VIPR1	GL841583.1	601190	677059
ENSSHAG00000009871	ENSSHAG00000009871.1	ENSSHAT00000011579	ENSSHAT00000011579.1	DHX8	ENSMODG00000015181	DHX8	GL856823.1	601238	630643
ENSSHAG00000009872	ENSSHAG00000009872.1	ENSSHAT00000011580	ENSSHAT00000011580.1	ZBTB25	ENSMODG00000009433	ZBTB25	GL834546.1	601240	679360
ENSSHAG00000009873	ENSSHAG00000009873.1	ENSSHAT00000011581	ENSSHAT00000011581.1		ENSMODG00000023724	S100A1	GL856821.1	601248	602431
ENSSHAG00000009873	ENSSHAG00000009873.1	ENSSHAT00000011581	ENSSHAT00000011581.1		ENSMODG00000017368	S100A1	GL856821.1	601248	602431
ENSSHAG00000009874	ENSSHAG00000009874.1	ENSSHAT00000011582	ENSSHAT00000011582.1	CREB3L3	ENSMODG00000000817	CREB3L3	GL841410.1	601372	612241
ENSSHAG00000009875	ENSSHAG00000009875.1	ENSSHAT00000011583	ENSSHAT00000011583.1				GL856791.1	601462	602004
ENSSHAG00000009876	ENSSHAG00000009876.1	ENSSHAT00000011584	ENSSHAT00000011584.1		ENSMODG00000036822		GL861689.1	601556	606316
ENSSHAG00000009877	ENSSHAG00000009877.1	ENSSHAT00000011585	ENSSHAT00000011585.1	EXOC1L	ENSMODG00000029248	EXOC1L	GL864844.1	601734	614747
ENSSHAG00000009878	ENSSHAG00000009878.1	ENSSHAT00000011586	ENSSHAT00000011586.1	CIPC	ENSMODG00000005520	CIPC	GL834540.1	601759	612691
ENSSHAG00000009879	ENSSHAG00000009879.1	ENSSHAT00000011587	ENSSHAT00000011587.1	NDEL1	ENSMODG00000008019	NDEL1	GL856861.1	601764	720125
ENSSHAG00000009880	ENSSHAG00000009880.1	ENSSHAT00000011588	ENSSHAT00000011588.1	HLCS	ENSMODG00000021009	HLCS	GL849534.1	601924	713413
ENSSHAG00000009880	ENSSHAG00000009880.1	ENSSHAT00000011589	ENSSHAT00000011589.1	HLCS	ENSMODG00000021009	HLCS	GL849534.1	601924	713413
ENSSHAG00000009881	ENSSHAG00000009881.1	ENSSHAT00000011590	ENSSHAT00000011590.1				GL856721.1	602152	608229
ENSSHAG00000009882	ENSSHAG00000009882.1	ENSSHAT00000011591	ENSSHAT00000011591.1	ZBTB16	ENSMODG00000014130	ZBTB16	GL849660.1	602378	841074
ENSSHAG00000009882	ENSSHAG00000009882.1	ENSSHAT00000011592	ENSSHAT00000011592.1	ZBTB16	ENSMODG00000014130	ZBTB16	GL849660.1	602378	841074
ENSSHAG00000009883	ENSSHAG00000009883.1	ENSSHAT00000011593	ENSSHAT00000011593.1	MFAP3L	ENSMODG00000003046	MFAP3L	GL864799.1	602452	631237
ENSSHAG00000009884	ENSSHAG00000009884.1	ENSSHAT00000011594	ENSSHAT00000011594.1	RPAP2	ENSMODG00000011812	RPAP2	GL856730.1	602493	679165
ENSSHAG00000009884	ENSSHAG00000009884.1	ENSSHAT00000011595	ENSSHAT00000011595.1	RPAP2	ENSMODG00000011812	RPAP2	GL856730.1	602493	679165
ENSSHAG00000009885	ENSSHAG00000009885.1	ENSSHAT00000011596	ENSSHAT00000011596.1				GL849756.1	602675	636668
ENSSHAG00000009886	ENSSHAG00000009886.1	ENSSHAT00000011597	ENSSHAT00000011597.1		ENSMODG00000014803		GL834685.1	603081	655850
ENSSHAG00000009886	ENSSHAG00000009886.1	ENSSHAT00000011598	ENSSHAT00000011598.1		ENSMODG00000014803		GL834685.1	603081	655850
ENSSHAG00000009887	ENSSHAG00000009887.1	ENSSHAT00000011599	ENSSHAT00000011599.1	KCNJ9	ENSMODG00000009988	KCNJ9	GL856808.1	603105	618038
ENSSHAG00000009888	ENSSHAG00000009888.1	ENSSHAT00000011600	ENSSHAT00000011600.1	KLHL1	ENSMODG00000000124	KLHL1	GL849867.1	603123	846030
ENSSHAG00000009889	ENSSHAG00000009889.1	ENSSHAT00000011601	ENSSHAT00000011601.1	SLC10A2	ENSMODG00000005811	SLC10A2	GL849850.1	603495	624791
ENSSHAG00000009890	ENSSHAG00000009890.1	ENSSHAT00000011602	ENSSHAT00000011602.1	AP3M1	ENSMODG00000010261	AP3M1	GL834444.1	603674	612439
ENSSHAG00000009891	ENSSHAG00000009891.1	ENSSHAT00000011603	ENSSHAT00000011603.1		ENSMODG00000014039		GL867601.1	603944	683163
ENSSHAG00000009892	ENSSHAG00000009892.1	ENSSHAT00000011604	ENSSHAT00000011604.1	KCTD20	ENSMODG00000013553	KCTD20	GL856880.1	604161	634786
ENSSHAG00000009893	ENSSHAG00000009893.1	ENSSHAT00000011605	ENSSHAT00000011605.1	ASXL1	ENSMODG00000019457	ASXL1	GL834629.1	604450	648787
ENSSHAG00000009894	ENSSHAG00000009894.1	ENSSHAT00000011606	ENSSHAT00000011606.1	CCN5	ENSMODG00000016205	CCN5	GL834671.1	604491	622189
ENSSHAG00000009894	ENSSHAG00000009894.1	ENSSHAT00000011607	ENSSHAT00000011607.1	CCN5	ENSMODG00000016205	CCN5	GL834671.1	604491	622189
ENSSHAG00000009895	ENSSHAG00000009895.1	ENSSHAT00000011608	ENSSHAT00000011608.1	UPF3A	ENSMODG00000003159	UPF3A	GL849842.1	604511	623427
ENSSHAG00000009896	ENSSHAG00000009896.1	ENSSHAT00000011609	ENSSHAT00000011609.1	PGAP2	ENSMODG00000008322	PGAP2	GL849734.1	604622	636747
ENSSHAG00000009897	ENSSHAG00000009897.1	ENSSHAT00000011610	ENSSHAT00000011610.1				GL834427.1	604625	608876
ENSSHAG00000009897	ENSSHAG00000009897.1	ENSSHAT00000011611	ENSSHAT00000011611.1				GL834427.1	604625	608876
ENSSHAG00000009898	ENSSHAG00000009898.1	ENSSHAT00000011612	ENSSHAT00000011612.1	MYH1	ENSMODG00000049927		GL841143.1	604874	635132
ENSSHAG00000009899	ENSSHAG00000009899.1	ENSSHAT00000011613	ENSSHAT00000011613.1				GL834658.1	604987	612288
ENSSHAG00000009900	ENSSHAG00000009900.1	ENSSHAT00000011614	ENSSHAT00000011614.1	TMEM70	ENSMODG00000044168	TMEM70	GL841244.1	605031	611843
ENSSHAG00000009900	ENSSHAG00000009900.1	ENSSHAT00000011615	ENSSHAT00000011615.1	TMEM70	ENSMODG00000044168	TMEM70	GL841244.1	605031	611843
ENSSHAG00000009901	ENSSHAG00000009901.1	ENSSHAT00000011616	ENSSHAT00000011616.1	TRAPPC2L	ENSMODG00000003889	TRAPPC2L	GL834768.1	605252	611496
ENSSHAG00000009902	ENSSHAG00000009902.1	ENSSHAT00000011617	ENSSHAT00000011617.1	KCNJ15	ENSMODG00000025413	KCNJ15	GL849532.1	605266	606399
ENSSHAG00000009903	ENSSHAG00000009903.1	ENSSHAT00000011618	ENSSHAT00000011618.1		ENSMODG00000017384		GL856821.1	605283	613532
ENSSHAG00000009904	ENSSHAG00000009904.1	ENSSHAT00000011619	ENSSHAT00000011619.1				GL834493.1	606021	607217
ENSSHAG00000009905	ENSSHAG00000009905.1	ENSSHAT00000011620	ENSSHAT00000011620.1	PARP6	ENSMODG00000001875	PARP6	GL834451.1	606126	634228
ENSSHAG00000009906	ENSSHAG00000009906.1	ENSSHAT00000011621	ENSSHAT00000011621.1		ENSMODG00000014672	AHCYL2	GL861654.1	606280	652323
ENSSHAG00000009906	ENSSHAG00000009906.1	ENSSHAT00000011622	ENSSHAT00000011622.1		ENSMODG00000014672	AHCYL2	GL861654.1	606280	652323
ENSSHAG00000009906	ENSSHAG00000009906.1	ENSSHAT00000011621	ENSSHAT00000011621.1		ENSMODG00000000015	AHCYL2	GL861654.1	606280	652323
ENSSHAG00000009906	ENSSHAG00000009906.1	ENSSHAT00000011622	ENSSHAT00000011622.1		ENSMODG00000000015	AHCYL2	GL861654.1	606280	652323
ENSSHAG00000009907	ENSSHAG00000009907.1	ENSSHAT00000011623	ENSSHAT00000011623.1	SMARCE1	ENSMODG00000013191	SMARCE1	GL856827.1	606296	626786
ENSSHAG00000009908	ENSSHAG00000009908.1	ENSSHAT00000011624	ENSSHAT00000011624.1	ZNF774	ENSMODG00000010672	ZNF774	GL834420.1	606705	609356
ENSSHAG00000009909	ENSSHAG00000009909.1	ENSSHAT00000011625	ENSSHAT00000011625.1	NYAP1	ENSMODG00000004503	NYAP1	GL856864.1	606783	616849
ENSSHAG00000009910	ENSSHAG00000009910.1	ENSSHAT00000011626	ENSSHAT00000011626.1	AGBL1	ENSMODG00000019602		GL834474.1	607192	615979
ENSSHAG00000009911	ENSSHAG00000009911.1	ENSSHAT00000011627	ENSSHAT00000011627.1			COL5A3	GL841404.1	607592	643232
ENSSHAG00000009912	ENSSHAG00000009912.1	ENSSHAT00000011628	ENSSHAT00000011628.1	MCRIP2	ENSMODG00000016708	MCRIP2	GL841553.1	607716	632047
ENSSHAG00000009913	ENSSHAG00000009913.1	ENSSHAT00000011629	ENSSHAT00000011629.1	OVCA2	ENSMODG00000010582	OVCA2	GL857007.1	607933	608478
ENSSHAG00000009914	ENSSHAG00000009914.1	ENSSHAT00000011630	ENSSHAT00000011630.1	OR5AR1	ENSMODG00000020063	OR5AR1	GL864900.1	608013	608981
ENSSHAG00000009915	ENSSHAG00000009915.1	ENSSHAT00000011631	ENSSHAT00000011631.1	SCAF8	ENSMODG00000008301	SCAF8	GL856966.1	608032	812637
ENSSHAG00000009915	ENSSHAG00000009915.1	ENSSHAT00000011632	ENSSHAT00000011632.1	SCAF8	ENSMODG00000008301	SCAF8	GL856966.1	608032	812637
ENSSHAG00000009916	ENSSHAG00000009916.1	ENSSHAT00000011633	ENSSHAT00000011633.1		ENSMODG00000000466		GL856776.1	608461	609708
ENSSHAG00000009917	ENSSHAG00000009917.1	ENSSHAT00000011634	ENSSHAT00000011634.1	SPTA1	ENSMODG00000010331	SPTA1	GL856809.1	608543	717067
ENSSHAG00000009917	ENSSHAG00000009917.1	ENSSHAT00000011635	ENSSHAT00000011635.1	SPTA1	ENSMODG00000010331	SPTA1	GL856809.1	608543	717067
ENSSHAG00000009917	ENSSHAG00000009917.1	ENSSHAT00000011636	ENSSHAT00000011636.1	SPTA1	ENSMODG00000010331	SPTA1	GL856809.1	608543	717067
ENSSHAG00000009917	ENSSHAG00000009917.1	ENSSHAT00000011637	ENSSHAT00000011637.1	SPTA1	ENSMODG00000010331	SPTA1	GL856809.1	608543	717067
ENSSHAG00000009918	ENSSHAG00000009918.1	ENSSHAT00000011638	ENSSHAT00000011638.1	STRBP	ENSMODG00000019732	STRBP	GL834637.1	608679	669692
ENSSHAG00000009919	ENSSHAG00000009919.1	ENSSHAT00000011639	ENSSHAT00000011639.1			TOPORS	GL841491.1	608855	612382
ENSSHAG00000009920	ENSSHAG00000009920.1	ENSSHAT00000011640	ENSSHAT00000011640.1	HEBP1	ENSMODG00000041008	HEBP1	GL861614.1	609000	634422
ENSSHAG00000009921	ENSSHAG00000009921.1	ENSSHAT00000011641	ENSSHAT00000011641.1	DPAGT1	ENSMODG00000013285	DPAGT1	GL849657.1	609101	617310
ENSSHAG00000009922	ENSSHAG00000009922.1	ENSSHAT00000011642	ENSSHAT00000011642.1	SEZ6L2	ENSMODG00000015748	SEZ6L2	GL841556.1	609188	622853
ENSSHAG00000009923	ENSSHAG00000009923.1	ENSSHAT00000011643	ENSSHAT00000011643.1	MAFG	ENSMODG00000003081	MAFG	GL856846.1	609374	615073
ENSSHAG00000009924	ENSSHAG00000009924.1	ENSSHAT00000011644	ENSSHAT00000011644.1	LAMA1	ENSMODG00000021454	LAMA1	GL841312.1	609433	772192
ENSSHAG00000009925	ENSSHAG00000009925.1	ENSSHAT00000011645	ENSSHAT00000011645.1	PROK2	ENSMODG00000043726	PROK2	GL841590.1	609487	628078
ENSSHAG00000009926	ENSSHAG00000009926.1	ENSSHAT00000011646	ENSSHAT00000011646.1	PLEK2	ENSMODG00000009926	PLEK2	GL834549.1	609525	620477
ENSSHAG00000009927	ENSSHAG00000009927.1	ENSSHAT00000011647	ENSSHAT00000011647.1	SLC35F6	ENSMODG00000046989	SLC35F6	GL856719.1	610221	614745
ENSSHAG00000009928	ENSSHAG00000009928.1	ENSSHAT00000011648	ENSSHAT00000011648.1	TCFL5	ENSMODG00000016827	TCFL5	GL834661.1	610248	629971
ENSSHAG00000009929	ENSSHAG00000009929.1	ENSSHAT00000011649	ENSSHAT00000011649.1				GL834495.1	610449	611405
ENSSHAG00000009930	ENSSHAG00000009930.1	ENSSHAT00000011650	ENSSHAT00000011650.1	MLNR	ENSMODG00000011007	MLNR	GL849712.1	610873	615429
ENSSHAG00000009931	ENSSHAG00000009931.1	ENSSHAT00000011651	ENSSHAT00000011651.1	TMEM171	ENSMODG00000001747	TMEM171	GL841183.1	610960	651719
ENSSHAG00000009932	ENSSHAG00000009932.1	ENSSHAT00000011652	ENSSHAT00000011652.1	B4GAT1	ENSMODG00000008349		GL864912.1	610966	611963
ENSSHAG00000009933	ENSSHAG00000009933.1	ENSSHAT00000011653	ENSSHAT00000011653.1	FAM114A1	ENSMODG00000020533	FAM114A1	GL864853.1	610977	664917
ENSSHAG00000009933	ENSSHAG00000009933.1	ENSSHAT00000011654	ENSSHAT00000011654.1	FAM114A1	ENSMODG00000020533	FAM114A1	GL864853.1	610977	664917
ENSSHAG00000009934	ENSSHAG00000009934.1	ENSSHAT00000011655	ENSSHAT00000011655.1	ZNF76	ENSMODG00000013806	ZNF76	GL856879.1	611378	635492
ENSSHAG00000009935	ENSSHAG00000009935.1	ENSSHAT00000011656	ENSSHAT00000011656.1		ENSMODG00000019476		GL834472.1	611825	640745
ENSSHAG00000009936	ENSSHAG00000009936.1	ENSSHAT00000011657	ENSSHAT00000011657.1		ENSMODG00000019515		GL841160.1	612101	658303
ENSSHAG00000009937	ENSSHAG00000009937.1	ENSSHAT00000011658	ENSSHAT00000011658.1	PHF5A	ENSMODG00000016556	PHF5A	GL861723.1	612102	619983
ENSSHAG00000009938	ENSSHAG00000009938.1	ENSSHAT00000011659	ENSSHAT00000011659.1		ENSMODG00000040759		GL841448.1	612440	617679
ENSSHAG00000009939	ENSSHAG00000009939.1	ENSSHAT00000011660	ENSSHAT00000011660.1	UHRF1BP1L	ENSMODG00000005181	UHRF1BP1L	GL861600.1	612516	656151
ENSSHAG00000009939	ENSSHAG00000009939.1	ENSSHAT00000011661	ENSSHAT00000011661.1	UHRF1BP1L	ENSMODG00000005181	UHRF1BP1L	GL861600.1	612516	656151
ENSSHAG00000009940	ENSSHAG00000009940.1	ENSSHAT00000011662	ENSSHAT00000011662.1		ENSMODG00000014114	PHF14	GL861715.1	612677	746711
ENSSHAG00000009940	ENSSHAG00000009940.1	ENSSHAT00000011663	ENSSHAT00000011663.1		ENSMODG00000014114	PHF14	GL861715.1	612677	746711
ENSSHAG00000009941	ENSSHAG00000009941.1	ENSSHAT00000011664	ENSSHAT00000011664.1	GORASP1	ENSMODG00000013443	GORASP1	GL841626.1	612872	624209
ENSSHAG00000009942	ENSSHAG00000009942.1	ENSSHAT00000011665	ENSSHAT00000011665.1		ENSMODG00000020341		GL864905.1	612903	655868
ENSSHAG00000009943	ENSSHAG00000009943.1	ENSSHAT00000011666	ENSSHAT00000011666.1				GL849909.1	612951	622838
ENSSHAG00000009944	ENSSHAG00000009944.1	ENSSHAT00000011667	ENSSHAT00000011667.1		ENSMODG00000023385		GL856926.1	613126	614382
ENSSHAG00000009945	ENSSHAG00000009945.1	ENSSHAT00000011668	ENSSHAT00000011668.1	NUAK1	ENSMODG00000001926	NUAK1	GL861605.1	613152	654408
ENSSHAG00000009946	ENSSHAG00000009946.1	ENSSHAT00000011669	ENSSHAT00000011669.1	BFSP1	ENSMODG00000005413	BFSP1	GL834722.1	613570	670350
ENSSHAG00000009947	ENSSHAG00000009947.1	ENSSHAT00000011670	ENSSHAT00000011670.1		ENSMODG00000018463	MICAL3	GL861619.1	613640	782678
ENSSHAG00000009947	ENSSHAG00000009947.1	ENSSHAT00000011671	ENSSHAT00000011671.1		ENSMODG00000018463	MICAL3	GL861619.1	613640	782678
ENSSHAG00000009947	ENSSHAG00000009947.1	ENSSHAT00000011672	ENSSHAT00000011672.1		ENSMODG00000018463	MICAL3	GL861619.1	613640	782678
ENSSHAG00000009947	ENSSHAG00000009947.1	ENSSHAT00000011673	ENSSHAT00000011673.1		ENSMODG00000018463	MICAL3	GL861619.1	613640	782678
ENSSHAG00000009948	ENSSHAG00000009948.1	ENSSHAT00000011674	ENSSHAT00000011674.1	CTDSP2	ENSMODG00000021353	CTDSP2	GL861726.1	613886	618906
ENSSHAG00000009949	ENSSHAG00000009949.1	ENSSHAT00000011675	ENSSHAT00000011675.1	PRKRA	ENSMODG00000009823	PRKRA	GL849636.1	613979	631420
ENSSHAG00000009950	ENSSHAG00000009950.1	ENSSHAT00000011676	ENSSHAT00000011676.1	RUNX2	ENSMODG00000018912	RUNX2	GL856888.1	614223	774311
ENSSHAG00000009951	ENSSHAG00000009951.1	ENSSHAT00000011677	ENSSHAT00000011677.1	AGXT2	ENSMODG00000020379	AGXT2	GL841297.1	614416	666522
ENSSHAG00000009952	ENSSHAG00000009952.1	ENSSHAT00000011678	ENSSHAT00000011678.1	TMUB1	ENSMODG00000004243	TMUB1	GL861667.1	614477	615621
ENSSHAG00000009953	ENSSHAG00000009953.1	ENSSHAT00000011679	ENSSHAT00000011679.1		ENSMODG00000010675		GL861546.1	614612	615019
ENSSHAG00000009953	ENSSHAG00000009953.1	ENSSHAT00000011679	ENSSHAT00000011679.1		ENSMODG00000004517		GL861546.1	614612	615019
ENSSHAG00000009954	ENSSHAG00000009954.1	ENSSHAT00000011680	ENSSHAT00000011680.1				GL861729.1	614743	620399
ENSSHAG00000009954	ENSSHAG00000009954.1	ENSSHAT00000011681	ENSSHAT00000011681.1				GL861729.1	614743	620399
ENSSHAG00000009955	ENSSHAG00000009955.1	ENSSHAT00000011682	ENSSHAT00000011682.1	TBC1D19	ENSMODG00000000109	TBC1D19	GL864861.1	614786	686003
ENSSHAG00000009956	ENSSHAG00000009956.1	ENSSHAT00000011683	ENSSHAT00000011683.1	CBFB	ENSMODG00000006352	CBFB	GL834761.1	614788	703596
ENSSHAG00000009957	ENSSHAG00000009957.1	ENSSHAT00000011684	ENSSHAT00000011684.1	CRYGS	ENSMODG00000013295	CRYGS	GL857012.1	615148	618370
ENSSHAG00000009958	ENSSHAG00000009958.1	ENSSHAT00000011685	ENSSHAT00000011685.1		ENSMODG00000002395		GL867622.1	615379	616731
ENSSHAG00000009959	ENSSHAG00000009959.1	ENSSHAT00000011686	ENSSHAT00000011686.1	BMP10	ENSMODG00000011697	BMP10	GL834702.1	615419	630589
ENSSHAG00000009959	ENSSHAG00000009959.1	ENSSHAT00000011687	ENSSHAT00000011687.1	BMP10	ENSMODG00000011697	BMP10	GL834702.1	615419	630589
ENSSHAG00000009960	ENSSHAG00000009960.1	ENSSHAT00000011688	ENSSHAT00000011688.1	PPP4R4	ENSMODG00000002367	PPP4R4	GL834527.1	615427	712807
ENSSHAG00000009961	ENSSHAG00000009961.1	ENSSHAT00000011689	ENSSHAT00000011689.1	COPS7B	ENSMODG00000002502	COPS7B	GL857019.1	615592	622837
ENSSHAG00000009962	ENSSHAG00000009962.1	ENSSHAT00000011690	ENSSHAT00000011690.1		ENSMODG00000024931		GL861606.1	615900	616637
ENSSHAG00000009963	ENSSHAG00000009963.1	ENSSHAT00000011691	ENSSHAT00000011691.1		ENSMODG00000029095	SCAF11	GL861621.1	615983	656431
ENSSHAG00000009963	ENSSHAG00000009963.1	ENSSHAT00000011691	ENSSHAT00000011691.1		ENSMODG00000018525	SCAF11	GL861621.1	615983	656431
ENSSHAG00000009964	ENSSHAG00000009964.1	ENSSHAT00000011692	ENSSHAT00000011692.1	PSKH2	ENSMODG00000008159	PSKH2	GL861690.1	616103	663059
ENSSHAG00000009965	ENSSHAG00000009965.1	ENSSHAT00000011693	ENSSHAT00000011693.1			SIRT6	GL841410.1	616251	628994
ENSSHAG00000009966	ENSSHAG00000009966.1	ENSSHAT00000011694	ENSSHAT00000011694.1	KTN1	ENSMODG00000007623	KTN1	GL834542.1	616258	717953
ENSSHAG00000009967	ENSSHAG00000009967.1	ENSSHAT00000011695	ENSSHAT00000011695.1		ENSMODG00000001273		GL841505.1	616337	702189
ENSSHAG00000009968	ENSSHAG00000009968.1	ENSSHAT00000011696	ENSSHAT00000011696.1	FYB1	ENSMODG00000020313	FYB1	GL841295.1	616469	744918
ENSSHAG00000009968	ENSSHAG00000009968.1	ENSSHAT00000011697	ENSSHAT00000011697.1	FYB1	ENSMODG00000020313	FYB1	GL841295.1	616469	744918
ENSSHAG00000009969	ENSSHAG00000009969.1	ENSSHAT00000011698	ENSSHAT00000011698.1	RPRD2	ENSMODG00000018786	RPRD2	GL856997.1	616627	662247
ENSSHAG00000009969	ENSSHAG00000009969.1	ENSSHAT00000011699	ENSSHAT00000011699.1	RPRD2	ENSMODG00000018786	RPRD2	GL856997.1	616627	662247
ENSSHAG00000009970	ENSSHAG00000009970.1	ENSSHAT00000011700	ENSSHAT00000011700.1			ELOC	GL841244.1	616685	651309
ENSSHAG00000009971	ENSSHAG00000009971.1	ENSSHAT00000011701	ENSSHAT00000011701.1	ALDH1L1	ENSMODG00000007603	ALDH1L1	GL841599.1	616814	692727
